,user_id,age_group,city_tier,subscription_date,subscription_plan,last_active_date,plan_change_date,new_subscription_plan
32245,UIDJSb91b7b62a97,25-34,Tier 3,2024-01-18,VIP,,2024-06-18,Free
32246,UIDJSb91c413931d,25-34,Tier 3,2024-07-07,Free,,,
32247,UIDJSb91d690a276,35-44,Tier 2,2024-07-17,Free,,,
32248,UIDJSb91ecad5fec,25-34,Tier 1,2024-08-09,Premium,,,
32249,UIDJSb91f9c026f7,25-34,Tier 1,2024-08-29,Free,,,
32250,UIDJSb921d7905af,25-34,Tier 2,2024-11-08,Free,,,
32251,UIDJSb92267509b4,18-24,Tier 2,2024-09-17,VIP,,,
32252,UIDJSb92336a6299,18-24,Tier 1,2024-05-27,Premium,,,
32253,UIDJSb923df6df5b,25-34,Tier 3,2024-09-03,Premium,,,
32254,UIDJSb92559e64ff,45+,Tier 1,2024-03-05,Premium,2024-09-25,,
32255,UIDJSb92ad2fdce2,35-44,Tier 1,2024-07-21,VIP,,,
32256,UIDJSb9309c90369,25-34,Tier 2,2024-05-03,Premium,,,
32257,UIDJSb9320eb3940,45+,Tier 1,2024-04-26,VIP,,,
32258,UIDJSb932d439520,25-34,Tier 2,2024-02-29,VIP,,,
32259,UIDJSb9340bfd04d,18-24,Tier 2,2024-05-25,Premium,,,
32260,UIDJSb9340db0c9a,45+,Tier 3,2024-11-27,VIP,,2024-12-27,Free
32261,UIDJSb9349b9b296,35-44,Tier 1,2024-11-09,Free,,,
32262,UIDJSb93594f0b68,18-24,Tier 2,2024-07-30,Premium,2024-10-13,,
32263,UIDJSb936f3d7582,25-34,Tier 1,2024-10-22,Premium,,,
32264,UIDJSb9382238de4,25-34,Tier 1,2024-01-20,Free,,,
32265,UIDJSb9383e9b743,25-34,Tier 1,2024-01-25,Premium,,,
32266,UIDJSb93d2169c9d,18-24,Tier 1,2024-09-06,Premium,,,
32267,UIDJSb93db43fd35,25-34,Tier 1,2024-10-12,Premium,,,
32268,UIDJSb9429d21e1f,18-24,Tier 1,2024-01-11,Premium,,,
32269,UIDJSb942a857d9e,25-34,Tier 1,2024-01-19,Premium,,,
32270,UIDJSb9440b248df,25-34,Tier 1,2024-10-29,VIP,,,
32271,UIDJSb944bdbfa53,25-34,Tier 3,2024-05-15,VIP,,,
32272,UIDJSb945b2cb6d3,35-44,Tier 2,2024-09-22,VIP,,2024-10-22,Premium
32273,UIDJSb948fbc4e6a,25-34,Tier 2,2024-07-07,Premium,,,
32274,UIDJSb9498e2f258,35-44,Tier 1,2024-04-08,VIP,,2024-05-08,Premium
32275,UIDJSb94a958951e,35-44,Tier 3,2024-09-05,VIP,,,
32276,UIDJSb94fd116f82,35-44,Tier 2,2024-04-12,Free,2024-10-28,,
32277,UIDJSb950121d81d,35-44,Tier 1,2024-06-28,Premium,,2024-08-28,VIP
32278,UIDJSb95056a4a1f,25-34,Tier 1,2024-09-13,VIP,,,
32279,UIDJSb95151e9cea,45+,Tier 2,2024-06-25,Free,,,
32280,UIDJSb951f997dac,25-34,Tier 1,2024-10-09,VIP,,,
32281,UIDJSb9537379969,25-34,Tier 1,2024-11-24,VIP,,,
32282,UIDJSb9539aaeb82,18-24,Tier 1,2024-04-18,Premium,,,
32283,UIDJSb9548f1cc7f,35-44,Tier 1,2024-06-06,Premium,,,
32284,UIDJSb9548fc5f67,25-34,Tier 3,2024-09-30,VIP,,,
32285,UIDJSb957ed50023,25-34,Tier 2,2024-03-28,Free,,2024-08-28,Premium
32286,UIDJSb95b5d1589e,25-34,Tier 1,2024-06-30,Premium,,,
32287,UIDJSb95c59f3190,35-44,Tier 1,2024-06-02,Free,,,
32288,UIDJSb95fe67d470,25-34,Tier 2,2024-01-03,Free,,2024-12-03,VIP
32289,UIDJSb96115a8301,25-34,Tier 1,2024-10-19,VIP,,2024-11-19,Premium
32290,UIDJSb9613385115,18-24,Tier 1,2024-11-15,Premium,,,
32291,UIDJSb9618b4281f,45+,Tier 1,2024-10-04,Premium,,,
32292,UIDJSb963aecc11e,25-34,Tier 1,2024-11-13,Free,,,
32293,UIDJSb9652ecb2f5,25-34,Tier 1,2024-04-21,Free,2024-06-02,,
32294,UIDJSb96593416ab,45+,Tier 1,2024-10-22,Premium,,,
32295,UIDJSb9660113526,25-34,Tier 2,2024-10-07,Free,,,
32296,UIDJSb9660f31f5c,45+,Tier 1,2024-02-23,VIP,,,
32297,UIDJSb968b898125,25-34,Tier 1,2024-02-18,VIP,2024-04-04,,
32298,UIDJSb96aeaad044,25-34,Tier 2,2024-04-12,Free,,,
32299,UIDJSb96b0de3acd,25-34,Tier 1,2024-09-05,Free,,,
32300,UIDJSb96cf1cab06,35-44,Tier 1,2024-01-28,VIP,2024-03-24,,
32301,UIDJSb96d9b4c449,45+,Tier 1,2024-10-30,Premium,,,
32302,UIDJSb96df74b8f1,25-34,Tier 1,2024-09-14,Premium,,,
32303,UIDJSb96fcce6559,25-34,Tier 2,2024-03-06,Free,2024-04-29,,
32304,UIDJSb9714c1b1d5,18-24,Tier 1,2024-09-20,Free,2024-12-01,,
32305,UIDJSb97391ab2af,25-34,Tier 2,2024-05-15,VIP,,,
32306,UIDJSb974c96f676,45+,Tier 2,2024-08-08,VIP,,2024-09-08,Premium
32307,UIDJSb97533820a1,45+,Tier 3,2024-07-29,Free,,2024-08-29,Premium
32308,UIDJSb9766a4ef68,45+,Tier 1,2024-04-13,Premium,2024-05-26,,
32309,UIDJSb9768f44678,35-44,Tier 1,2024-01-07,Free,2024-09-17,,
32310,UIDJSb976a04e41f,18-24,Tier 2,2024-04-18,VIP,,,
32311,UIDJSb9771a63a84,18-24,Tier 2,2024-11-16,VIP,,,
32312,UIDJSb977c195d59,35-44,Tier 3,2024-03-02,Free,,,
32313,UIDJSb97af8e5649,35-44,Tier 1,2024-10-07,Premium,,,
32314,UIDJSb97b61ad7ff,25-34,Tier 2,2024-03-08,Free,,,
32315,UIDJSb97e2352349,25-34,Tier 1,2024-06-26,Premium,,,
32316,UIDJSb97e7413fd4,18-24,Tier 2,2024-05-08,VIP,,,
32317,UIDJSb97f704beac,35-44,Tier 1,2024-11-11,Free,,2024-12-11,VIP
32318,UIDJSb9808d45208,35-44,Tier 1,2024-07-04,Premium,,,
32319,UIDJSb980a9bac83,35-44,Tier 2,2024-04-14,Premium,2024-05-26,,
32320,UIDJSb983997829e,18-24,Tier 3,2024-01-14,Free,,,
32321,UIDJSb9840a47fa8,18-24,Tier 2,2024-10-14,Free,,,
32322,UIDJSb985d590ffd,45+,Tier 2,2024-03-12,VIP,,,
32323,UIDJSb987b02c2c7,35-44,Tier 2,2024-05-11,VIP,,,
32324,UIDJSb9880d8086f,25-34,Tier 1,2024-10-06,VIP,,,
32325,UIDJSb989ef40ead,25-34,Tier 1,2024-06-11,Premium,,,
32326,UIDJSb98c555cc21,18-24,Tier 1,2024-10-16,Premium,,,
32327,UIDJSb98d2458031,25-34,Tier 1,2024-02-17,Free,,,
32328,UIDJSb98f73d3388,25-34,Tier 2,2024-08-14,Premium,,,
32329,UIDJSb99516cc2e3,25-34,Tier 3,2024-02-12,VIP,,,
32330,UIDJSb997a2cc4be,18-24,Tier 1,2024-04-12,Premium,,,
32331,UIDJSb99f23a9359,25-34,Tier 1,2024-08-31,Free,,,
32332,UIDJSb99ff9289d9,25-34,Tier 1,2024-05-13,VIP,,2024-09-13,Free
32333,UIDJSb9a52077d04,18-24,Tier 1,2024-01-21,Premium,,,
32334,UIDJSb9a6695bc90,25-34,Tier 1,2024-04-06,Premium,,,
32335,UIDJSb9a7d4012a9,35-44,Tier 2,2024-03-25,VIP,,2024-11-25,Free
32336,UIDJSb9a89535408,45+,Tier 1,2024-08-21,Premium,,,
32337,UIDJSb9a9a3f9683,25-34,Tier 1,2024-01-01,VIP,,2024-09-01,Premium
32338,UIDJSb9aa0f2fb24,35-44,Tier 1,2024-05-05,VIP,,2024-07-05,Premium
32339,UIDJSb9aa79c6967,45+,Tier 1,2024-06-15,Premium,,,
32340,UIDJSb9ac7ea5be7,25-34,Tier 2,2024-01-07,Free,2024-11-23,,
32341,UIDJSb9acc7cfec0,35-44,Tier 1,2024-05-28,VIP,,,
32342,UIDJSb9afcec5985,18-24,Tier 1,2024-05-08,Free,2024-10-08,,
32343,UIDJSb9b3af45218,45+,Tier 2,2024-03-15,Premium,,,
32344,UIDJSb9b3b0fb5b1,25-34,Tier 1,2024-02-20,Premium,,,
32345,UIDJSb9b4fc86824,25-34,Tier 1,2024-01-26,Premium,,,
32346,UIDJSb9b6269a5da,25-34,Tier 1,2024-07-21,Premium,,,
32347,UIDJSb9b82bdfc1c,25-34,Tier 2,2024-04-23,VIP,,2024-05-23,Premium
32348,UIDJSb9b8c01d943,25-34,Tier 2,2024-11-25,VIP,,,
32349,UIDJSb9b91b52f9c,25-34,Tier 2,2024-02-05,VIP,,2024-03-05,Premium
32350,UIDJSb9b95daa489,18-24,Tier 2,2024-03-28,Free,2024-05-17,,
32351,UIDJSb9bb7287b34,25-34,Tier 1,2024-04-26,VIP,,2024-09-26,Premium
32352,UIDJSb9bc50f31b7,25-34,Tier 3,2024-09-01,Premium,,,
32353,UIDJSb9be08d100b,25-34,Tier 1,2024-10-09,VIP,,,
32354,UIDJSb9c0104d125,35-44,Tier 3,2024-11-30,VIP,,,
32355,UIDJSb9c015770e8,35-44,Tier 1,2024-09-11,VIP,,,
32356,UIDJSb9c212220bc,25-34,Tier 3,2024-08-18,Free,2024-12-11,,
32357,UIDJSb9c3297fd08,25-34,Tier 2,2024-04-08,VIP,,2024-12-08,Free
32358,UIDJSb9c6b810cf8,25-34,Tier 1,2024-06-07,Premium,,,
32359,UIDJSb9c869a6fcc,35-44,Tier 2,2024-08-17,VIP,2024-11-23,,
32360,UIDJSb9c939621fc,35-44,Tier 1,2024-07-29,Premium,,,
32361,UIDJSb9cc244392a,35-44,Tier 2,2024-05-14,Free,,,
32362,UIDJSb9cc31331af,18-24,Tier 3,2024-07-09,Free,,,
32363,UIDJSb9cde89c2d8,25-34,Tier 1,2024-10-16,Premium,,,
32364,UIDJSb9ce32a8d9d,45+,Tier 2,2024-05-12,VIP,2024-07-04,,
32365,UIDJSb9d00374942,25-34,Tier 2,2024-07-24,VIP,,2024-08-24,Free
32366,UIDJSb9d519927e0,25-34,Tier 2,2024-05-15,Free,,,
32367,UIDJSb9d64857893,35-44,Tier 1,2024-07-10,Free,,,
32368,UIDJSb9d6867c54a,25-34,Tier 2,2024-04-24,Free,2024-05-27,,
32369,UIDJSb9d754ecba7,45+,Tier 1,2024-09-06,VIP,,2024-11-06,Premium
32370,UIDJSb9da2f837ae,35-44,Tier 2,2024-08-29,VIP,,,
32371,UIDJSb9de7512169,25-34,Tier 1,2024-08-04,VIP,2024-11-15,,
32372,UIDJSb9deb5a72e9,25-34,Tier 2,2024-05-30,Free,,,
32373,UIDJSb9dfa4063d6,25-34,Tier 3,2024-11-11,VIP,,,
32374,UIDJSb9dfbda74bc,35-44,Tier 1,2024-06-22,Free,,,
32375,UIDJSb9e0480edd9,35-44,Tier 1,2024-03-22,Free,,2024-04-22,VIP
32376,UIDJSb9e17333a81,18-24,Tier 2,2024-06-12,Free,,,
32377,UIDJSb9e5d70b683,45+,Tier 2,2024-03-02,Free,,,
32378,UIDJSb9e625adbcb,25-34,Tier 1,2024-03-24,Premium,,,
32379,UIDJSb9e64c5dcec,35-44,Tier 2,2024-08-18,Free,,,
32380,UIDJSb9e6936fdd1,25-34,Tier 1,2024-03-28,Premium,,,
32381,UIDJSb9e77ea26dc,25-34,Tier 2,2024-03-05,Free,2024-10-10,,
32382,UIDJSb9e863b79ae,35-44,Tier 1,2024-11-06,Free,,2024-12-06,Premium
32383,UIDJSb9e8d06832f,25-34,Tier 1,2024-03-16,Premium,,,
32384,UIDJSb9e8ec395d0,45+,Tier 1,2024-07-11,Premium,,,
32385,UIDJSb9e907c42f0,18-24,Tier 1,2024-05-16,Premium,,,
32386,UIDJSb9ea2feea4b,25-34,Tier 2,2024-05-08,VIP,,,
32387,UIDJSb9eab05b16f,25-34,Tier 1,2024-03-02,Premium,,,
32388,UIDJSb9ebb24f745,35-44,Tier 3,2024-01-13,VIP,2024-06-07,,
32389,UIDJSb9ebcc32cbc,45+,Tier 1,2024-06-26,Premium,,,
32390,UIDJSb9eec7947f8,45+,Tier 1,2024-03-16,VIP,,,
32391,UIDJSb9ef32753ec,25-34,Tier 1,2024-11-07,Free,,2024-12-07,VIP
32392,UIDJSb9f1066f37a,45+,Tier 1,2024-06-17,VIP,,2024-07-17,Free
32393,UIDJSb9f254ff694,25-34,Tier 3,2024-08-26,VIP,,,
32394,UIDJSb9f29871300,25-34,Tier 1,2024-02-26,Premium,,,
32395,UIDJSb9f2d5cbae2,35-44,Tier 1,2024-03-08,Free,,,
32396,UIDJSb9f6628202a,35-44,Tier 2,2024-11-16,Free,,,
32397,UIDJSb9f9602c6e0,18-24,Tier 3,2024-06-30,Free,,,
32398,UIDJSb9faa2bfb49,45+,Tier 2,2024-06-02,VIP,,2024-08-02,Premium
32399,UIDJSb9faf8ef4d1,25-34,Tier 2,2024-07-18,VIP,,,
32400,UIDJSb9fc5702125,35-44,Tier 2,2024-05-03,VIP,,,
32401,UIDJSb9fc6c67529,45+,Tier 3,2024-06-09,Free,,,
32402,UIDJSb9fc9107400,18-24,Tier 1,2024-10-10,VIP,,,
32403,UIDJSb9fed17085d,35-44,Tier 2,2024-09-04,Free,,,
32404,UIDJSba0073560ad,25-34,Tier 1,2024-05-12,Premium,,2024-07-12,Free
32405,UIDJSba00eb32df2,45+,Tier 3,2024-08-05,Free,,,
32406,UIDJSba02cae220c,35-44,Tier 2,2024-09-28,VIP,,2024-12-28,Premium
32407,UIDJSba031a83134,35-44,Tier 2,2024-10-22,Premium,,,
32408,UIDJSba03d6dd4a4,45+,Tier 1,2024-10-28,Free,2024-12-23,,
32409,UIDJSba08c0aaaab,35-44,Tier 1,2024-10-04,VIP,,,
32410,UIDJSba09aed9901,25-34,Tier 3,2024-08-01,VIP,,,
32411,UIDJSba09dbdd25b,25-34,Tier 1,2024-06-19,Premium,,,
32412,UIDJSba0a503d3d6,25-34,Tier 1,2024-09-04,Free,2024-10-25,,
32413,UIDJSba11531d8ed,35-44,Tier 2,2024-08-17,VIP,2024-10-07,,
32414,UIDJSba1aaab530a,45+,Tier 2,2024-11-06,Premium,,,
32415,UIDJSba1aef20d47,18-24,Tier 1,2024-06-27,Free,,,
32416,UIDJSba1afccc16d,25-34,Tier 3,2024-07-20,VIP,,,
32417,UIDJSba1fee7bcbc,35-44,Tier 1,2024-01-30,Free,,,
32418,UIDJSba2219a85ae,35-44,Tier 2,2024-11-16,VIP,2024-12-15,,
32419,UIDJSba2302c099f,35-44,Tier 1,2024-09-21,Premium,,,
32420,UIDJSba23fe48334,35-44,Tier 1,2024-08-15,VIP,,,
32421,UIDJSba24e80085a,25-34,Tier 1,2024-02-03,Premium,,,
32422,UIDJSba27780eef6,18-24,Tier 1,2024-07-08,Free,,,
32423,UIDJSba2944a5d7e,25-34,Tier 3,2024-03-28,Free,,,
32424,UIDJSba295f89f2b,35-44,Tier 3,2024-08-20,VIP,,2024-12-20,Free
32425,UIDJSba2a47ff477,18-24,Tier 2,2024-05-21,VIP,,,
32426,UIDJSba2d173d220,35-44,Tier 1,2024-05-25,Free,,,
32427,UIDJSba2e3ec6243,25-34,Tier 3,2024-06-17,VIP,,,
32428,UIDJSba2e553a9c7,25-34,Tier 2,2024-09-15,VIP,,,
32429,UIDJSba2f6669f99,18-24,Tier 1,2024-06-14,VIP,,,
32430,UIDJSba30d1e4a64,45+,Tier 1,2024-06-27,Premium,,,
32431,UIDJSba34f29ceda,45+,Tier 1,2024-03-02,VIP,,,
32432,UIDJSba395aff8fb,18-24,Tier 3,2024-06-17,Premium,,,
32433,UIDJSba3a39dbda3,25-34,Tier 1,2024-11-24,VIP,,,
32434,UIDJSba3af419842,25-34,Tier 2,2024-09-29,VIP,,2024-10-29,Premium
32435,UIDJSba3f35787cd,45+,Tier 2,2024-03-24,Premium,,,
32436,UIDJSba3f4fc9b53,25-34,Tier 2,2024-08-14,VIP,,,
32437,UIDJSba40267715a,18-24,Tier 1,2024-04-22,Premium,,,
32438,UIDJSba4340827ab,25-34,Tier 1,2024-04-14,VIP,,,
32439,UIDJSba43a2c84fd,18-24,Tier 1,2024-01-09,VIP,,,
32440,UIDJSba463a1303b,35-44,Tier 2,2024-06-22,Free,,,
32441,UIDJSba46ab4d9df,25-34,Tier 3,2024-01-13,Free,2024-12-02,,
32442,UIDJSba46aef6b68,25-34,Tier 1,2024-11-08,Premium,,,
32443,UIDJSba491fe38da,18-24,Tier 1,2024-09-06,Premium,,,
32444,UIDJSba4ce60f3a4,35-44,Tier 1,2024-10-11,VIP,,,
32445,UIDJSba4cfafca86,25-34,Tier 1,2024-01-24,VIP,,,
32446,UIDJSba4f042160d,18-24,Tier 2,2024-03-16,Free,,,
32447,UIDJSba4f65a4497,25-34,Tier 2,2024-02-18,Free,,,
32448,UIDJSba4fae02d07,18-24,Tier 1,2024-03-07,VIP,,2024-05-07,Free
32449,UIDJSba5665a2987,25-34,Tier 1,2024-07-01,Premium,,,
32450,UIDJSba59cffa35c,25-34,Tier 1,2024-02-02,Premium,2024-09-13,,
32451,UIDJSba59e714781,45+,Tier 1,2024-10-25,VIP,,,
32452,UIDJSba5afe9686a,35-44,Tier 1,2024-08-22,Premium,,,
32453,UIDJSba5bb9cf683,25-34,Tier 1,2024-10-08,VIP,,,
32454,UIDJSba5c57532a1,35-44,Tier 1,2024-11-10,Premium,,,
32455,UIDJSba5d445a8d6,25-34,Tier 1,2024-02-06,Free,,2024-03-06,VIP
32456,UIDJSba6021335e4,45+,Tier 1,2024-06-17,VIP,,2024-07-17,Free
32457,UIDJSba625500124,18-24,Tier 1,2024-08-19,Premium,,,
32458,UIDJSba63abacd0c,35-44,Tier 1,2024-05-24,VIP,2024-08-05,,
32459,UIDJSba65c07be3d,25-34,Tier 1,2024-10-29,Free,2024-12-07,,
32460,UIDJSba67f763c7a,25-34,Tier 1,2024-02-12,Premium,,,
32461,UIDJSba6805aeb15,45+,Tier 1,2024-09-16,VIP,2024-10-20,,
32462,UIDJSba6be04c9ee,35-44,Tier 2,2024-03-19,Free,,2024-04-19,VIP
32463,UIDJSba6cf326350,25-34,Tier 1,2024-04-08,Free,2024-05-16,,
32464,UIDJSba718fe5843,25-34,Tier 1,2024-06-23,Premium,,,
32465,UIDJSba72b49da4a,45+,Tier 1,2024-10-29,VIP,2024-12-09,,
32466,UIDJSba74ffd5f9b,25-34,Tier 1,2024-09-21,VIP,,,
32467,UIDJSba77bec07d3,35-44,Tier 1,2024-02-29,Premium,,2024-05-29,Free
32468,UIDJSba78af82aeb,35-44,Tier 2,2024-03-18,Free,,2024-05-18,VIP
32469,UIDJSba7c69b3193,18-24,Tier 1,2024-10-30,VIP,,,
32470,UIDJSba7ef54bf15,25-34,Tier 2,2024-11-05,VIP,2024-11-26,,
32471,UIDJSba7ef70c73b,35-44,Tier 1,2024-01-11,VIP,,,
32472,UIDJSba7f83c6443,25-34,Tier 1,2024-01-09,Premium,,,
32473,UIDJSba80c1c60a1,35-44,Tier 2,2024-05-06,VIP,,,
32474,UIDJSba816333e4f,25-34,Tier 1,2024-05-30,Premium,,,
32475,UIDJSba81aff4d21,35-44,Tier 1,2024-01-09,Free,,2024-10-09,VIP
32476,UIDJSba83ba98e74,25-34,Tier 2,2024-02-16,Free,,,
32477,UIDJSba8426479ce,45+,Tier 1,2024-07-26,Premium,,,
32478,UIDJSba849ac7c7c,25-34,Tier 1,2024-07-27,VIP,,,
32479,UIDJSba86c40a2b8,25-34,Tier 2,2024-07-06,Free,,,
32480,UIDJSba8788d80c3,25-34,Tier 1,2024-05-13,Premium,2024-08-14,,
32481,UIDJSba87deb8f21,45+,Tier 2,2024-02-24,VIP,,,
32482,UIDJSba89899748b,45+,Tier 1,2024-01-10,Free,,2024-03-10,VIP
32483,UIDJSba8b36b24cc,25-34,Tier 2,2024-09-03,Free,,,
32484,UIDJSba8caae0d2d,18-24,Tier 1,2024-10-16,Premium,,,
32485,UIDJSba8ccb5758c,25-34,Tier 1,2024-10-15,Free,2024-12-10,,
32486,UIDJSba8d2162b2e,25-34,Tier 2,2024-03-28,Free,,,
32487,UIDJSba8f1314566,25-34,Tier 1,2024-01-09,Premium,,,
32488,UIDJSba8f23baacf,18-24,Tier 1,2024-02-08,Premium,,,
32489,UIDJSba8f38b7eed,35-44,Tier 3,2024-03-27,Free,,,
32490,UIDJSba8fd394f05,25-34,Tier 1,2024-11-17,Premium,,,
32491,UIDJSba90e84edf5,25-34,Tier 1,2024-08-30,Premium,,,
32492,UIDJSba91684748a,18-24,Tier 1,2024-04-30,Premium,,,
32493,UIDJSba919642da7,35-44,Tier 1,2024-04-25,VIP,,2024-08-25,Premium
32494,UIDJSba92084cc07,35-44,Tier 1,2024-04-09,Premium,,,
32495,UIDJSba92b6de175,45+,Tier 1,2024-06-26,Premium,,,
32496,UIDJSba93d69a44c,18-24,Tier 1,2024-07-18,Premium,,,
32497,UIDJSba93fd5a763,18-24,Tier 2,2024-08-05,Premium,,,
32498,UIDJSba96255f1ea,18-24,Tier 1,2024-02-17,VIP,,,
32499,UIDJSba980f5f686,35-44,Tier 2,2024-05-01,Free,,,
32500,UIDJSba98c681f95,45+,Tier 1,2024-10-09,Free,,2024-11-09,Premium
32501,UIDJSba9c37067f0,25-34,Tier 1,2024-08-22,VIP,2024-11-10,,
32502,UIDJSba9c64daa53,35-44,Tier 3,2024-09-19,VIP,,2024-11-19,Premium
32503,UIDJSba9c8d8d099,35-44,Tier 2,2024-07-17,Premium,,,
32504,UIDJSba9cc99eb43,25-34,Tier 1,2024-09-20,Free,,2024-10-20,VIP
32505,UIDJSba9f747116c,25-34,Tier 1,2024-11-19,VIP,,,
32506,UIDJSba9ffc98d3c,25-34,Tier 1,2024-04-12,Premium,,,
32507,UIDJSbaa05374531,18-24,Tier 2,2024-04-16,Premium,,,
32508,UIDJSbaa0d43e5aa,35-44,Tier 2,2024-09-09,VIP,,,
32509,UIDJSbaa1ca2b69d,25-34,Tier 2,2024-09-18,VIP,,,
32510,UIDJSbaa27285384,18-24,Tier 2,2024-08-15,Premium,,,
32511,UIDJSbaa3e20af92,18-24,Tier 1,2024-06-05,Premium,,,
32512,UIDJSbaa427d91d4,18-24,Tier 3,2024-11-09,Free,,,
32513,UIDJSbaa4518a75e,25-34,Tier 1,2024-04-29,Premium,,,
32514,UIDJSbaa455067d7,25-34,Tier 3,2024-01-09,VIP,,2024-09-09,Free
32515,UIDJSbaa56b7ba71,45+,Tier 1,2024-11-09,Free,,,
32516,UIDJSbaa59d5629a,35-44,Tier 2,2024-11-11,Premium,,,
32517,UIDJSbaa84d0a2aa,18-24,Tier 2,2024-02-22,VIP,,,
32518,UIDJSbaacc2d69e1,18-24,Tier 1,2024-05-10,VIP,,,
32519,UIDJSbab198664e8,45+,Tier 2,2024-03-08,Premium,,,
32520,UIDJSbab718f5cd1,35-44,Tier 3,2024-08-07,VIP,,2024-09-07,Premium
32521,UIDJSbab9e904d89,35-44,Tier 1,2024-07-12,VIP,,2024-08-12,Premium
32522,UIDJSbabac5bf2c5,25-34,Tier 3,2024-09-04,VIP,,,
32523,UIDJSbabd564e53a,25-34,Tier 1,2024-10-02,Premium,,,
32524,UIDJSbabd9da094c,25-34,Tier 1,2024-03-02,VIP,2024-08-16,,
32525,UIDJSbabe0cf2e66,45+,Tier 1,2024-06-13,Premium,,,
32526,UIDJSbabe2afa63f,25-34,Tier 1,2024-04-08,VIP,,,
32527,UIDJSbabf12a4e9f,35-44,Tier 1,2024-07-01,VIP,,2024-08-01,Premium
32528,UIDJSbac8fd5d3c8,25-34,Tier 2,2024-04-20,VIP,,2024-10-20,Free
32529,UIDJSbac94055463,35-44,Tier 3,2024-08-03,Free,2024-09-05,,
32530,UIDJSbaca91e1902,25-34,Tier 2,2024-02-13,VIP,2024-08-26,,
32531,UIDJSbacc9b5113b,25-34,Tier 1,2024-02-08,Premium,,,
32532,UIDJSbad1a89f9da,25-34,Tier 1,2024-08-03,VIP,,2024-10-03,Free
32533,UIDJSbad3aac278b,25-34,Tier 1,2024-01-16,Premium,,,
32534,UIDJSbad42f1c0ca,18-24,Tier 2,2024-08-20,Free,,,
32535,UIDJSbad60f79447,45+,Tier 1,2024-03-20,Premium,,,
32536,UIDJSbad6a079d78,18-24,Tier 3,2024-11-16,Premium,,,
32537,UIDJSbad850e81e2,25-34,Tier 3,2024-11-19,VIP,,2024-12-19,Premium
32538,UIDJSbadb32ebaaf,25-34,Tier 1,2024-08-20,Premium,,,
32539,UIDJSbadff3e92db,18-24,Tier 3,2024-08-09,Free,,,
32540,UIDJSbae44f16278,18-24,Tier 1,2024-07-25,Premium,,,
32541,UIDJSbae48aa9df4,35-44,Tier 3,2024-08-14,Free,,,
32542,UIDJSbae54e02f1a,35-44,Tier 1,2024-11-03,Premium,,,
32543,UIDJSbae598b841d,25-34,Tier 1,2024-08-14,Premium,,,
32544,UIDJSbae60656d50,45+,Tier 2,2024-07-16,VIP,,,
32545,UIDJSbae787af5b8,25-34,Tier 1,2024-06-24,Premium,,,
32546,UIDJSbae84ac2e22,18-24,Tier 3,2024-04-02,VIP,,,
32547,UIDJSbaea5c4ff65,25-34,Tier 2,2024-11-16,VIP,,,
32548,UIDJSbaeafa4581c,25-34,Tier 1,2024-08-20,Free,,,
32549,UIDJSbaebf3f811f,25-34,Tier 2,2024-08-05,VIP,,,
32550,UIDJSbaed45c4537,25-34,Tier 2,2024-09-19,VIP,,,
32551,UIDJSbaed977628b,25-34,Tier 2,2024-01-01,VIP,,2024-07-01,Free
32552,UIDJSbaf5e1567ab,25-34,Tier 2,2024-11-04,Premium,2024-11-28,,
32553,UIDJSbaf8878e27a,25-34,Tier 1,2024-01-25,Premium,,2024-04-25,VIP
32554,UIDJSbafa3629cf5,35-44,Tier 3,2024-07-22,VIP,2024-11-13,,
32555,UIDJSbafa46a06a9,35-44,Tier 1,2024-05-31,VIP,,2024-07-31,Free
32556,UIDJSbafb22d7e2e,35-44,Tier 1,2024-02-13,Premium,,,
32557,UIDJSbafb7e6f588,25-34,Tier 2,2024-07-07,Free,,,
32558,UIDJSbafbe8a4306,45+,Tier 3,2024-01-18,Free,,,
32559,UIDJSbafd8c5bfc2,35-44,Tier 3,2024-11-15,Premium,,,
32560,UIDJSbafee803fa0,45+,Tier 1,2024-10-25,VIP,,2024-11-25,Premium
32561,UIDJSbb01fb8696f,35-44,Tier 1,2024-06-14,VIP,,,
32562,UIDJSbb027b57671,18-24,Tier 1,2024-04-03,VIP,2024-10-24,,
32563,UIDJSbb052fb1f16,25-34,Tier 1,2024-10-14,VIP,,,
32564,UIDJSbb067545559,25-34,Tier 1,2024-05-22,Premium,,,
32565,UIDJSbb0716300a6,25-34,Tier 2,2024-04-16,Free,,,
32566,UIDJSbb08e138467,25-34,Tier 2,2024-06-30,VIP,2024-08-07,,
32567,UIDJSbb0c2882520,25-34,Tier 1,2024-02-15,Premium,,,
32568,UIDJSbb118b4da30,45+,Tier 1,2024-09-21,Free,,,
32569,UIDJSbb120c5ab24,25-34,Tier 3,2024-10-05,Free,2024-11-07,,
32570,UIDJSbb1281817e0,18-24,Tier 1,2024-01-01,Premium,,,
32571,UIDJSbb1299e9978,18-24,Tier 1,2024-09-24,Premium,,,
32572,UIDJSbb13227c995,25-34,Tier 2,2024-04-18,VIP,,,
32573,UIDJSbb136ba55e8,25-34,Tier 1,2024-11-29,Premium,,,
32574,UIDJSbb13d7d7219,25-34,Tier 1,2024-11-05,Premium,,,
32575,UIDJSbb16bf1eddd,25-34,Tier 1,2024-02-17,Free,,,
